ResearcherName,FieldOfResearch,TopicName,Percentage
Andhika Estiyono,Engineering,Electric Car,100.0
Andhika Estiyono,Engineering,Engineering,50.0
Andhika Estiyono,Engineering,Ergonomics,50.0
Andhika Estiyono,Engineering,Internal Combustion Engine,50.0
Andhika Estiyono,Engineering,Lithium Ion Battery,25.0
Andhika Estiyono,Engineering,Front Wheel,25.0
Andhika Estiyono,Engineering,Passenger Cars,25.0
Andhika Estiyono,Engineering,Design Result,25.0
Andhika Estiyono,Engineering,Wheelbase,25.0
Andhika Estiyono,Engineering,Headlamp,25.0
Andhika Estiyono,Engineering,Part Design,25.0
Andhika Estiyono,Engineering,Energy Crisis,25.0
Andhika Estiyono,Engineering,Electrical Technology,25.0
Andhika Estiyono,Engineering,Fuel Energy,25.0
Andhika Estiyono,Engineering,Body Part,25.0
Andhika Estiyono,Engineering,Electric Motor,25.0
Andhika Estiyono,Engineering,Scale Model,25.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Pollution,100.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Filter,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning System,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Frame,60.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Engineering,55.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Ergonomics,50.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Apartment Building,44.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Coefficient of Performance,43.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Airflow Pattern,41.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Road,40.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Unit,37.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Prototype,35.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Static Loading,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Bicycle Frame,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Simulation,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Comfort,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Alternative,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Simulation,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Operational Cost,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Method,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pressure Drop,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Construction,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Drive System,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Cooling Load,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computational Fluid Dynamics,24.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Engineering,20.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Simulation,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Velocity,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Effective Solution,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Minimum Standard,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Process,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Technological Development,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Exhaust Gas,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pipe Diameter,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Input Value,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Measurement,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Engineering Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Patent Right,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Problem Statement,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Manufacturing,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Construction Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Industry,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Conservation,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Flow Pattern,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Flow,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,dataFT KBD.xlsx,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product design techniques,
Ari Dwi Krisbianto, S.T., M.Ds.,Engineering,Frame,100.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Educational Level,8.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Offline Teaching,8.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Resource Sharing,8.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Product Design,8.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,videogame,6.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Research Output,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Simulation Process,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Surrounding Environment,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Security Model,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Spatial Environment,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Security Detection,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Spatial Behavior,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Design Solution,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Computer Science,Security Design,
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Indonesia,100.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Conferences,34.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,South East Asia,34.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Case Study,34.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Higher Education,23.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Asia,20.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,COVID 19 Epidemic,20.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Literature Reviews,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Gamification,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,High School Student,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Systematic Review,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Media Education,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Educational Game,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Development Project,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Crime Prevention,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Open Spaces,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Design Management,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Self Determination,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Communication Skill,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Empathy,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Research Design,14.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Authentic Learning,8.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Industrial Design,8.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Video Games,8.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Educational Level,8.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Digital Transformation,6.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Knowledge Transfer,6.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Software Development,6.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Strategy Management,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Visitor Behavior,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Teaching Practice,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Singapore,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Thailand,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Social Sciences,Malaysia,
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Southeast Asia,34.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Congressional Report,34.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Conferences,34.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Asia,20.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Southeast,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Practitioners,17.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Digital,10.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Access,6.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Knowledge Transfer,6.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Online,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Leaders,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Indonesia,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Malaysia,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Singapore,5.0
Ellya Zulaikha, S.T., M.Sn., Ph.D.,Arts and Humanities,Thailand,
Harisatul Agustin, S.AB., M.AB., MBA.,Economics, Econometrics and Finance,Online Reviews,100.0
Harisatul Agustin, S.AB., M.AB., MBA.,Economics, Econometrics and Finance,Brand Image,100.0
Harisatul Agustin, S.AB., M.AB., MBA.,Economics, Econometrics and Finance,Market Size,50.0
Harisatul Agustin, S.AB., M.AB., MBA.,Economics, Econometrics and Finance,Market Share,50.0
Harisatul Agustin, S.AB., M.AB., MBA.,Economics, Econometrics and Finance,Principal Components,50.0
Harisatul Agustin, S.AB., M.AB., MBA.,Social Sciences,Brand Personality,100.0
Harisatul Agustin, S.AB., M.AB., MBA.,Social Sciences,Cell Excitability,50.0
Harisatul Agustin, S.AB., M.AB., MBA.,Social Sciences,Health Care Delivery,25.0
Harisatul Agustin, S.AB., M.AB., MBA.,Social Sciences,Research Priorities,25.0
Harisatul Agustin, S.AB., M.AB., MBA.,Social Sciences,Experimental method,25.0
Harisatul Agustin, S.AB., M.AB., MBA.,Social Sciences,Factorial Design,25.0
Harisatul Agustin, S.AB., M.AB., MBA.,Social Sciences,Indonesia,25.0
Harisatul Agustin, S.AB., M.AB., MBA.,Psychology,Cell Excitability,100.0
Harisatul Agustin, S.AB., M.AB., MBA.,Psychology,Multivariate Analysis of Variance,50.0
Harisatul Agustin, S.AB., M.AB., MBA.,Psychology,Multiple Linear Regression,
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Covid-,19100.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Multivariate Analysis,50.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Ecotourism,50.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Electronic Learning,50.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Brand Personality,50.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Cell Excitability,25.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Indonesia,19.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Destination Image,14.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Scientific Innovations,14.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Structural Equation Modeling,14.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Health Care Delivery,12.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Experimental method,12.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Factorial Design,12.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Research Priorities,12.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,United Nations,7.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Positive Consumer,7.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Self and Identity,7.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Environmental Attitude,7.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,COVID 19 Epidemic,7.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Teachers' Characteristics,7.0
Bahalwan Apriyansyah, S.T., MBA.,Social Sciences,Educational Institution,7.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Behavioral Intention,50.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Electronic Learning,50.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,On-Line Education,50.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,User Satisfaction,50.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Strategic Action,25.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Rapid Development,25.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Influence Factor,25.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Customer Satisfaction,25.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Security and Privacy,25.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,User Expectation,25.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,User Perspective,25.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Information Systems,25.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Structural Equation Model,25.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Technical Support,7.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Learning System,7.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Structural Equation,7.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Least Squares Methods,7.0
Bahalwan Apriyansyah, S.T., MBA.,Computer Science,Organizational Support,
Bahalwan Apriyansyah, S.T., MBA.,Economics, Econometrics and Finance,Consumer Attitude,50.0
Bahalwan Apriyansyah, S.T., MBA.,Economics, Econometrics and Finance,Online Learning,50.0
Bahalwan Apriyansyah, S.T., MBA.,Economics, Econometrics and Finance,Specific Industry,50.0
Bahalwan Apriyansyah, S.T., MBA.,Economics, Econometrics and Finance,Fintech,50.0
Bahalwan Apriyansyah, S.T., MBA.,Economics, Econometrics and Finance,Consumer Attitude,50.0
Bahalwan Apriyansyah, S.T., MBA.,Economics, Econometrics and Finance,Environmental Consciousness,16.0
Bahalwan Apriyansyah, S.T., MBA.,Economics, Econometrics and Finance,Local Government,16.0
Bahalwan Apriyansyah, S.T., MBA.,Economics, Econometrics and Finance,Technological Innovation,14.0
Bahalwan Apriyansyah, S.T., MBA.,Economics, Econometrics and Finance,Partial Least Squares Structural Equation Modeling,7.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Fired Power Plant,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Design Model,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Sustainable Development,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Air Quality,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Renewable Energy,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Greenhouse Gas,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Productivity Index,62.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Redesign,41.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Manufacturing Company,41.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Expert Opinion,41.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Master Plan,41.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Management Chain,41.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Optimal Design,41.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Agroindustry,41.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Global Warming,20.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Installed Capacity,20.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Generated Electricity,20.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Random Effect,20.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Energy Engineering,20.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Electricity Demand,20.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Resource Utilisation,20.0
Dewie Saktia Ardiantono, S.T., M.T.,Engineering,Electricity Generation,20.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Public Debt,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Business Model,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Renewable Energy Consumption,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Government Expenditure,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Circular Economy,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Foreign Investment,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,SME,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Greenhouse Gas Emissions,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Specific Industry,78.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Sustainable Development Goals,33.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Energy Supply,27.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Economic developments,27.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Qualitative Method,16.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Research Design,16.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,Circular Business Model,16.0
Dewie Saktia Ardiantono, S.T., M.T.,Economics, Econometrics and Finance,AHP Approach,11.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Public Debt,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Business Model,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Renewable Energy Consumption,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Government Expenditure,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Circular Economy,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Foreign Investment,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,SME,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Greenhouse Gas Emissions,83.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Specific Industry,78.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Sustainable Development Goals,33.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Energy Supply,27.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Economic developments,27.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Qualitative Method,16.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Research Design,16.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,Circular Business Model,16.0
Dewie Saktia Ardiantono, S.T., M.T.,Social Sciences,AHP Approach,11.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Specific Industry,65.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Firm Performance,58.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Pricing,56.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Developing Countries,50.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Bullwhip Effect,50.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Business Model,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Closed-Loop Supply Chain,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Quality Management,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Cosmetics Industry,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Circular Economy,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Supplier Evaluation,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Competitive Market,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,SME Marketing,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Aviation Employees,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Distribution Costs,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Consumer Attitude,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Customer Service,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Marketing Management,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Perceived Risk,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Nash Equilibrium,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Value Added,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Mixed-Integer Programming,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Customer Retention,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Relationship Marketing,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Supply Chain Resilience,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Merger,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Cost Benefit Analysis,16.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Construction Industry,12.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Spearman's Rank Correlation Coefficient,12.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Competitive Advantage,11.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Food Industry,5.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Market Segmentation,5.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Economics, Econometrics and Finance,Beverage Industry,5.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Supply Chain,100.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Small and Medium Enterprise,100.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Business Models,54.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Case Study,50.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Frugal Innovation,50.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Research Agenda,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Relative Importance,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Assignment Problem,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Industry 4.,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Data Inventory,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Corrective Action,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Relationship Management,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Customer Relationship Management,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Traceability System,25.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Information Technology,16.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Relationship Information,12.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Scheduling Process,12.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Business Model Canvas,11.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Information Quality,10.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Project Specification,8.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Project Planning,8.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Related Factor,8.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Group Discussion,6.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Academic Institution,6.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Unified Modeling Language,6.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Business Process Model and Notation,6.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Internet-Of-Things,5.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Structural Equation,5.0
Imam Baihaqi, S.T., M.Sc., Ph.D.,Computer Science,Case Study Method,5.0
